id,latent_0,latent_1,latent_2,latent_3,latent_4,cluster,percentage_listened,liked,distance_to_centroid,max_distance_in_cluster,proximity_score,interaction_score,reward
2cQ9D0cQjUJmLs8rWFkcRH,0.2860769,-0.015464317,1.2457312,0.429732,0.17155287,2,0.4493894698022729,0,0.6722737115985281,2.824654618227899,0.7619979068377953,44.93894698022729,36.1035571655494
2Z71PZlOeF9YVze4hy1A1a,-0.107662424,0.059453897,-0.73951757,-0.4441848,0.91454625,10,0.4364542991653686,0,0.9222185476386551,2.9201129504675847,0.6841839465521413,43.64542991653686,35.05318072253992
1B87ZDrD3Pno9hS4stamWO,0.30899066,0.37933144,0.24808235,-0.8718572,1.3547381,6,0.6085489418734794,1,0.5217487661474577,2.474121516565926,0.7891175665164403,110.85489418734794,88.84173886318165
6yHkPtl6UQ7RjtJLBPzbJw,-0.43346864,0.93749744,0.4468528,-0.43658745,0.40796086,4,0.5396028247561442,0,0.7855083353315732,3.0850010436266464,0.7453782594484473,53.96028247561442,43.31730163238123
5FsJ8AUxW1KBypdhFvbdkd,0.37615567,-1.3473244,0.11335175,0.91793704,1.2267874,14,0.3756588897085193,0,1.3489672113528648,2.92633732109478,0.5390253879384626,37.56588897085193,30.160516254269236
4AFgK4wP1iD5i8BYaLr9Vf,1.7279477,0.740785,0.51599586,-1.2356572,-0.1945388,12,0.4022314094914769,0,1.346785160662528,2.4945450445369355,0.460107900792574,40.22314094914769,32.27053433947667
70eFcWOvlMObDhURTqT4Fv,1.4610536,0.97287065,0.5061896,-0.09029239,0.86092544,6,0.6299688696420549,1,1.255465869690562,2.474121516565926,0.4925609509135407,112.99688696420549,90.4960217615471
4vUmTMuQqjdnvlZmAH61Qk,-0.99778426,-0.5372037,-0.07042602,1.7215624,0.26407644,9,0.7755870993450424,1,0.8849934156701097,3.2826135115177744,0.7303997523421765,127.55870993450425,102.19304789807184
4wuCQX7JvAZLlrcmH4AeZF,0.8223882,0.7786678,-0.50422347,-0.13714132,0.14277661,12,0.4128186327602711,0,1.136562356419965,2.4945450445369355,0.5443809046827832,41.28186327602711,33.13436680175825
1AI7UPw3fgwAFkvAlZWhE0,0.27361467,0.32633194,0.050140794,0.79101986,0.5539849,14,0.2576833622952958,0,0.9436759873948891,2.92633732109478,0.67752316843574,25.76833622952958,20.750173617310814
0VsGaRXR5WAzpu51unJTis,-0.07432554,-1.5187417,0.3967868,-0.23997943,-0.52888244,7,0.4798600446164106,0,0.9980958021662396,2.2714950300025007,0.5605996099559414,47.98600446164106,38.500923491304036
0hVXuCcriWRGvwMV1r5Yn9,-1.5269923,0.40372616,0.38198888,0.2923884,-0.868633,18,0.7029593023901732,1,0.7038578535600405,2.50974462212916,0.7195500102464938,120.29593023901732,96.38065419326315
1DhRbox3xkceP64k3JeYfW,-1.5361398,-0.17192605,-0.6938795,-0.34577966,-1.2016915,19,0.7798744352037673,1,1.2198689816974444,2.888159978397319,0.5776310900982822,127.98744352037673,102.50548103432104
0AtP8EkGPn6SwxKDaUuXec,-0.9122089,-0.9223534,-2.008732,-0.33239976,-0.08672114,0,0.8039904827571909,1,1.7528989290024972,2.4709836548901176,0.29060682957838224,130.39904827571908,104.37735998649096
1Bdptrvb7nQkq8kCw3siE9,0.16269167,-0.10880165,-0.025059413,0.5900619,-1.1497574,11,0.441438933552957,0,0.9702825230676045,2.23446257407781,0.565764701398925,44.1438933552957,35.428267624516344
5T03itPFOPGGkvVPvPiyla,-0.07843057,0.27875012,-0.9279079,1.7092152,0.63856333,9,0.6848381368638851,1,1.1754499894928263,3.2826135115177744,0.6419164225795999,118.4838136863885,94.91543423362673
2qRN7PWiHRLprw4FpDeI9N,-0.19348948,1.261984,-0.18602742,0.5633293,-0.6827895,18,0.7083762844626991,1,1.2092661243097331,2.50974462212916,0.5181716443787642,120.8376284462699,96.77373708589168
3FHXUqaUer9o231Je1zxIN,0.7547968,1.4011811,-0.22208686,-0.13506478,0.8537939,3,0.5550533810200869,0,1.2215704528275848,3.0423538217020227,0.5984785056511981,55.50533810200869,44.5239661827372
4vIKzWqtn44umal5jXq4wE,0.10755104,-0.6358873,0.47556487,0.8615567,-0.5153338,8,0.6034565861052454,1,1.0998457398562067,2.414877874900596,0.5445543017774843,110.34565861052454,88.38543774877513
5d1rmWWF1725tnYjq6rMDB,-1.0130348,-1.2637268,0.20432569,-0.83044577,0.56167626,16,0.7301417632500816,1,1.2857575698860406,2.7164410497237377,0.5266756957538974,123.01417632500817,98.51667619915732
7hvO2qCwJVZxiyoA7c9i5d,-0.09515612,1.1129825,-0.32533148,-1.832093,0.87230635,13,0.8250469391007274,1,1.5980210214035502,2.376427032369478,0.3275530872032699,132.50469391007272,106.06926574549883
6J7WMB5GII6pEOzy687jhO,-0.58943164,-0.19365409,0.8535679,-0.20138729,0.19794457,15,0.6623338284547734,1,0.9822262987229845,2.3655620533100334,0.5847810048573463,116.23338284547734,93.10366247735335
4c620OIMXLAdFJnnqdQ0XU,0.5145465,-0.089497946,0.2756373,1.2885549,0.2721118,14,0.5050985673067138,0,0.8628926699255627,2.92633732109478,0.705128775242239,50.50985673067137,40.54891113958555
3iLGeA7LEHxctzSp7Ff1vf,-0.4342202,-0.43264395,0.2121583,1.3341554,0.6344976,9,0.5224712475164176,0,1.2509680264131526,3.2826135115177744,0.6189109616396036,52.24712475164176,41.921481993641336
36jvZGzkha6Iofib8BBzOL,-0.006219377,-0.6139263,0.5597021,-1.4607668,-0.9570265,5,0.7538618165403503,1,1.0610296886549204,2.718003093531915,0.6096289620935776,125.38618165403503,100.43087111564675
1DUhAeBCT4r66Gu4P3nirG,1.07092,-0.66557515,0.96214795,1.6464381,0.2985338,14,0.3153507708924166,0,1.3745403498723565,2.92633732109478,0.5302864300831445,31.53507708924166,25.33411895740996
4k80K0b6KZ2QjAYkXON7q6,0.13500942,-0.18115127,-1.467962,-0.31936422,-1.6301746,11,0.4156466385224945,0,1.1182262727980201,2.23446257407781,0.4995547091409549,41.56466385224945,33.351642023627754
1jF7IL57ayN4Ity3jQqGu0,0.34493417,0.35732383,0.7658601,2.2801876,0.7117707,14,0.5558749911928205,0,1.5029044952531223,2.92633732109478,0.4864213074756307,55.58749911928204,44.56728355692076
1mKXFLRA179hdOWQBwUk9e,-0.012011742,0.85789466,1.2859641,-0.32540897,0.23893203,4,0.7743129676646912,1,0.960706205672087,3.0850010436266464,0.6885880451623103,127.43129676646912,102.08275502220776
1QNqrsNQ1JVLEwncov3lEY,1.2077384,-2.005579,2.369796,1.1260283,0.2102103,7,0.4031291890575268,0,2.090016780332105,2.2714950300025007,0.07989374719001519,40.31291890575268,32.26631387404015
1EzyTh2gxdnU9sq3ivtw4w,-1.1113069,0.4204947,0.69123507,0.71065205,0.06727493,15,0.7580952857828769,1,1.0716959416192038,2.3655620533100334,0.5469592775553599,125.80952857828768,100.75701471814124
5d4Q9bLZWtsL90vvSh8UWr,0.41837123,-0.20409167,1.495387,0.23941636,0.37974298,2,0.5017041570164544,0,0.6891792069904814,2.824654618227899,0.7560129289637361,50.170415701645446,40.287535147109104
2bq6lTZcVtQ6m8bpaVCwA9,-1.3253055,-0.01444801,-0.63792753,-0.26320267,-0.6572236,0,0.8840843892721573,1,1.2106754153243597,2.4709836548901176,0.5100431308283189,138.40843892721574,110.82875976793827
3030YT1OMJa4bxthLLHuVM,-0.008588338,-0.7912154,0.9025858,-0.8841307,-0.3922807,5,0.7366547067178155,1,1.0162936086592766,2.718003093531915,0.6260881339400348,123.66547067178155,99.05759416421324
6l2Q66TlfZqzbRkFrZOMT1,-0.2547259,0.29987139,-0.6976471,1.3611166,-0.8725007,11,0.5799492636693127,0,1.0489833514834759,2.23446257407781,0.5305433334830394,57.99492636693127,46.502049760241626
10Hb1MlXsnI7Yi936C97NA,0.7204066,1.4959723,0.65313345,-0.33034167,1.0583969,6,0.5854355136016104,0,1.1418691256444344,2.474121516565926,0.5384749221091834,58.54355136016104,46.942536072550666
5BIL4QX0mLVQGVR0YqkasO,-1.4166657,-0.63133466,0.08312736,-0.27994433,-0.14679578,19,0.8560287427089701,1,1.175025429247707,2.888159978397319,0.5931577758723237,135.60287427089702,108.60093097189208
